Step,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1562.001,Impair Defenses: Disable or Modify Tools,Windows,"PowerShell Script Block Log Event 4104 on IIS01: `Set-MpPreference -DisableRealtimeMonitoring 1; -DisableBehaviorMonitoring 1; -DisableScriptScanning 1` executed by `powershell.exe` (child of `RuntimeBroker.exe` ghost, NT AUTHORITY\SYSTEM)",Calibrated - Not Benign,Medium,"`Set-MpPreference` disables Defender real-time, behaviour, and script scanning from the SYSTEM dnscat2 shell — suppresses AV detection before running the `comsvcs.dll MiniDump` credential access technique",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1369,"Detection of adversary behavior that disables or modifies security tools, including killing AV/EDR processes, stopping services, altering Sysmon registry keys, or tampering with exclusion lists. Defenders observe process/service termination, registry modification, and abnormal absence of expected telemetry.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1562.001,Impair Defenses: Disable or Modify Tools,Windows,"Sysmon Event 1 on IIS01: `reg.exe add ""HKLM\SOFTWARE\Policies\Microsoft\Windows Defender"" /v DisableAntiSpyware /t REG_DWORD /d 1 /f` spawned from `RuntimeBroker.exe` ghost (NT AUTHORITY\SYSTEM); Sysmon Event 13: `HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\DisableAntiSpyware` set to `0x1`",Calibrated - Not Benign,Medium,"`reg add` writes `DisableAntiSpyware=1` under the Windows Defender Group Policy registry path — persists AV disablement across reboots via the policy enforcement path, separately from the `Set-MpPreference` runtime change",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1369,"Detection of adversary behavior that disables or modifies security tools, including killing AV/EDR processes, stopping services, altering Sysmon registry keys, or tampering with exclusion lists. Defenders observe process/service termination, registry modification, and abnormal absence of expected telemetry.",WinEventLog:System,EventCode=7045,Service Creation
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1562.001,Impair Defenses: Disable or Modify Tools,Windows,"Sysmon Event 1 on IIS01: `reg.exe add ""HKLM\SOFTWARE\Policies\Microsoft\Windows Defender"" /v DisableAntiSpyware /t REG_DWORD /d 1 /f` spawned from `RuntimeBroker.exe` ghost (NT AUTHORITY\SYSTEM); Sysmon Event 13: `HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\DisableAntiSpyware` set to `0x1`",Calibrated - Not Benign,Medium,"`reg add` writes `DisableAntiSpyware=1` under the Windows Defender Group Policy registry path — persists AV disablement across reboots via the policy enforcement path, separately from the `Set-MpPreference` runtime change",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1369,"Detection of adversary behavior that disables or modifies security tools, including killing AV/EDR processes, stopping services, altering Sysmon registry keys, or tampering with exclusion lists. Defenders observe process/service termination, registry modification, and abnormal absence of expected telemetry.",WinEventLog:Sysmon,EventCode=5,Process Termination
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1562.001,Impair Defenses: Disable or Modify Tools,Windows,"Sysmon Event 1 on IIS01: `reg.exe add ""HKLM\SOFTWARE\Policies\Microsoft\Windows Defender"" /v DisableAntiSpyware /t REG_DWORD /d 1 /f` spawned from `RuntimeBroker.exe` ghost (NT AUTHORITY\SYSTEM); Sysmon Event 13: `HKLM\SOFTWARE\Policies\Microsoft\Windows Defender\DisableAntiSpyware` set to `0x1`",Calibrated - Not Benign,Medium,"`reg add` writes `DisableAntiSpyware=1` under the Windows Defender Group Policy registry path — persists AV disablement across reboots via the policy enforcement path, separately from the `Set-MpPreference` runtime change",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1369,"Detection of adversary behavior that disables or modifies security tools, including killing AV/EDR processes, stopping services, altering Sysmon registry keys, or tampering with exclusion lists. Defenders observe process/service termination, registry modification, and abnormal absence of expected telemetry.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1218.011,System Binary Proxy Execution: Rundll32,Windows,Sysmon Event 1 on IIS01: `rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump <lsass_pid> C:\Windows\Temp\g.dmp full` spawned from `RuntimeBroker.exe` ghost (NT AUTHORITY\SYSTEM); Sysmon Event 10: `rundll32.exe` opens handle to `lsass.exe` with `PROCESS_ALL_ACCESS`,Calibrated - Not Benign,Medium,"`rundll32.exe` proxies `comsvcs.dll`'s `MiniDump` export to write a full LSASS minidump to `C:\Windows\Temp\g.dmp` — alternative to the `RtlCreateProcessReflection`-based Step 3; tests the `comsvcs.dll MiniDump` detection chain used by Conti, BlackBasta, and BlackSuit",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1308,"Detects rundll32.exe invoked with atypical arguments (.dll, .cpl, javascript:, mshtml). DLLs not normally loaded by rundll32 are mapped into memory. Control_RunDLL or RunHTMLApplication invoked. Suspicious DLLs or scripts accessed from disk or network. Rundll32 reaches out to external domains (e.g., fetching .sct or .hta).",WinEventLog:Sysmon,EventCode=1,Process Creation
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1218.011,System Binary Proxy Execution: Rundll32,Windows,Sysmon Event 1 on IIS01: `rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump <lsass_pid> C:\Windows\Temp\g.dmp full` spawned from `RuntimeBroker.exe` ghost (NT AUTHORITY\SYSTEM); Sysmon Event 10: `rundll32.exe` opens handle to `lsass.exe` with `PROCESS_ALL_ACCESS`,Calibrated - Not Benign,Medium,"`rundll32.exe` proxies `comsvcs.dll`'s `MiniDump` export to write a full LSASS minidump to `C:\Windows\Temp\g.dmp` — alternative to the `RtlCreateProcessReflection`-based Step 3; tests the `comsvcs.dll MiniDump` detection chain used by Conti, BlackBasta, and BlackSuit",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1308,"Detects rundll32.exe invoked with atypical arguments (.dll, .cpl, javascript:, mshtml). DLLs not normally loaded by rundll32 are mapped into memory. Control_RunDLL or RunHTMLApplication invoked. Suspicious DLLs or scripts accessed from disk or network. Rundll32 reaches out to external domains (e.g., fetching .sct or .hta).",WinEventLog:Sysmon,EventCode=7,Module Load
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1218.011,System Binary Proxy Execution: Rundll32,Windows,Sysmon Event 1 on IIS01: `rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump <lsass_pid> C:\Windows\Temp\g.dmp full` spawned from `RuntimeBroker.exe` ghost (NT AUTHORITY\SYSTEM); Sysmon Event 10: `rundll32.exe` opens handle to `lsass.exe` with `PROCESS_ALL_ACCESS`,Calibrated - Not Benign,Medium,"`rundll32.exe` proxies `comsvcs.dll`'s `MiniDump` export to write a full LSASS minidump to `C:\Windows\Temp\g.dmp` — alternative to the `RtlCreateProcessReflection`-based Step 3; tests the `comsvcs.dll MiniDump` detection chain used by Conti, BlackBasta, and BlackSuit",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1308,"Detects rundll32.exe invoked with atypical arguments (.dll, .cpl, javascript:, mshtml). DLLs not normally loaded by rundll32 are mapped into memory. Control_RunDLL or RunHTMLApplication invoked. Suspicious DLLs or scripts accessed from disk or network. Rundll32 reaches out to external domains (e.g., fetching .sct or .hta).",WinEventLog:Sysmon,EventCode=11,File Creation
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Defense Evasion,T1218.011,System Binary Proxy Execution: Rundll32,Windows,Sysmon Event 1 on IIS01: `rundll32.exe C:\Windows\System32\comsvcs.dll MiniDump <lsass_pid> C:\Windows\Temp\g.dmp full` spawned from `RuntimeBroker.exe` ghost (NT AUTHORITY\SYSTEM); Sysmon Event 10: `rundll32.exe` opens handle to `lsass.exe` with `PROCESS_ALL_ACCESS`,Calibrated - Not Benign,Medium,"`rundll32.exe` proxies `comsvcs.dll`'s `MiniDump` export to write a full LSASS minidump to `C:\Windows\Temp\g.dmp` — alternative to the `RtlCreateProcessReflection`-based Step 3; tests the `comsvcs.dll MiniDump` detection chain used by Conti, BlackBasta, and BlackSuit",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1308,"Detects rundll32.exe invoked with atypical arguments (.dll, .cpl, javascript:, mshtml). DLLs not normally loaded by rundll32 are mapped into memory. Control_RunDLL or RunHTMLApplication invoked. Suspicious DLLs or scripts accessed from disk or network. Rundll32 reaches out to external domains (e.g., fetching .sct or .hta).",WinEventLog:Sysmon,"EventCode=3, 22",Network Connection Creation
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,"Sysmon Event 11 on IIS01: `rundll32.exe` creates `C:\Windows\Temp\g.dmp` containing MDMP magic bytes; Sysmon Event 10: `PROCESS_ALL_ACCESS` handle opened to `lsass.exe` by `rundll32.exe` (child of `RuntimeBroker.exe` ghost, NT AUTHORITY\SYSTEM)",Calibrated - Not Benign,Critical,"`comsvcs.dll MiniDump` dumps full LSASS working set to `g.dmp` via `rundll32.exe` — distinct from Step 3's XOR-encrypted `f.elif`; dump contains plaintext credentials, NTLM hashes, and Kerberos tickets for domain accounts cached on IIS01",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Sysmon,EventCode=10,Process Access
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,"Sysmon Event 11 on IIS01: `rundll32.exe` creates `C:\Windows\Temp\g.dmp` containing MDMP magic bytes; Sysmon Event 10: `PROCESS_ALL_ACCESS` handle opened to `lsass.exe` by `rundll32.exe` (child of `RuntimeBroker.exe` ghost, NT AUTHORITY\SYSTEM)",Calibrated - Not Benign,Critical,"`comsvcs.dll MiniDump` dumps full LSASS working set to `g.dmp` via `rundll32.exe` — distinct from Step 3's XOR-encrypted `f.elif`; dump contains plaintext credentials, NTLM hashes, and Kerberos tickets for domain accounts cached on IIS01",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Sysmon,EventCode=1,Process Creation
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,"Sysmon Event 11 on IIS01: `rundll32.exe` creates `C:\Windows\Temp\g.dmp` containing MDMP magic bytes; Sysmon Event 10: `PROCESS_ALL_ACCESS` handle opened to `lsass.exe` by `rundll32.exe` (child of `RuntimeBroker.exe` ghost, NT AUTHORITY\SYSTEM)",Calibrated - Not Benign,Critical,"`comsvcs.dll MiniDump` dumps full LSASS working set to `g.dmp` via `rundll32.exe` — distinct from Step 3's XOR-encrypted `f.elif`; dump contains plaintext credentials, NTLM hashes, and Kerberos tickets for domain accounts cached on IIS01",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Sysmon,EventCode=11,File Creation
[ALT] Step 3B — Alternative Credential Access: LSASS Dump via Rundll32 + comsvcs.dll (Optional),Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,"Sysmon Event 11 on IIS01: `rundll32.exe` creates `C:\Windows\Temp\g.dmp` containing MDMP magic bytes; Sysmon Event 10: `PROCESS_ALL_ACCESS` handle opened to `lsass.exe` by `rundll32.exe` (child of `RuntimeBroker.exe` ghost, NT AUTHORITY\SYSTEM)",Calibrated - Not Benign,Critical,"`comsvcs.dll MiniDump` dumps full LSASS working set to `g.dmp` via `rundll32.exe` — distinct from Step 3's XOR-encrypted `f.elif`; dump contains plaintext credentials, NTLM hashes, and Kerberos tickets for domain accounts cached on IIS01",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM,AN1030,"A non-privileged or abnormal process attempts to open a handle with full access (0x1F0FFF) to lsass.exe and subsequently invokes memory dump, file creation, or registry modification indicative of credential scraping. This behavior chain reflects staged credential theft activity.",WinEventLog:Security,EventCode=4673,User Account Metadata
